simulation,period,t0,ecc,per0,q,sma,incl,reqv1,reqv2,teff1,teff2,grb1,grb2,alb1,alb2,l3
00162,6.53811,-0.95179,0.00000,0.00000,1.03721,20.43113,46.65950,1.21447,5.80747,10922.72095,13134.32008,0.57708,0.23023,0.86975,0.75890,0.00000
00163,4.51717,0.44616,0.00000,0.00000,1.08027,15.20467,75.82339,0.79168,1.15477,4411.48497,7219.88754,0.80098,0.79316,0.52619,0.61773,0.00000
00164,5.71084,-0.07944,0.00000,0.00000,1.30152,19.26045,60.55119,4.14364,3.45206,8467.47765,11045.29286,0.95013,0.75165,0.50876,0.03149,0.00000
00165,10.37070,-0.63244,0.00000,0.00000,0.97066,25.69872,51.89936,0.72129,0.74122,12033.57728,9480.16833,0.77238,0.91034,0.54042,0.04077,0.00000
00166,0.54876,0.33813,0.00000,0.00000,1.35379,4.19034,78.28300,0.68278,0.81446,9237.82547,8373.65227,0.32729,0.14324,0.80444,0.58745,0.00000
00167,23.45304,-0.63190,0.00000,0.00000,1.46476,46.71627,54.08646,3.20128,1.15779,10423.61592,13634.71914,0.75839,0.31859,0.92058,0.85303,0.00000
00168,9.56795,0.30817,0.00000,0.00000,0.88990,25.73136,80.67241,1.24900,0.71151,5187.93538,13357.43970,0.29896,0.98464,0.82229,0.52783,0.00000
00169,1.08539,0.64244,0.00000,0.00000,1.49659,6.07387,57.66704,0.68115,1.64459,11804.91329,7462.39200,0.15717,0.20382,0.99949,0.07138,0.00000
00170,14.67001,-0.08504,0.00000,0.00000,0.57026,32.72880,83.75241,1.38936,1.50242,6648.90018,6990.24024,0.44620,0.94897,0.89930,0.97842,0.00000
00171,17.00535,0.79196,0.00000,0.00000,0.51024,34.70873,80.60081,2.97273,0.71769,8859.16227,12401.00316,0.27830,0.40893,0.63418,0.46041,0.00000
00172,3.57714,0.32232,0.00000,0.00000,1.43820,13.87885,80.07161,0.72733,1.01556,14772.88892,7056.17438,0.47356,0.92587,0.83483,0.75805,0.00000
00173,12.54269,-0.01064,0.00000,0.00000,0.12082,25.34522,89.43907,4.76927,1.88601,8772.93281,13205.68467,0.33211,0.03276,0.26216,0.60771,0.00000
00174,23.68056,-0.12263,0.00000,0.00000,1.36520,50.36708,64.87338,4.48754,0.95856,14260.17289,8617.01410,0.33839,0.36800,0.38810,0.12923,0.00000
00175,2.25970,-0.11024,0.00000,0.00000,0.26924,8.76086,57.67349,1.75538,1.34323,11987.49362,6221.75902,0.26969,0.03130,0.19503,0.73771,0.00000
00176,11.99945,-0.73127,0.00000,0.00000,0.80345,28.26479,54.68810,0.58040,1.37565,5411.19759,6719.50796,0.75507,0.76535,0.24051,0.10300,0.00000
00177,22.82639,0.77451,0.00000,0.00000,0.66814,43.34399,61.06080,0.89405,2.27873,14016.11323,11564.43905,0.64631,0.80407,0.81330,0.03555,0.00000
00178,21.64997,0.06175,0.00000,0.00000,1.38842,46.07615,77.10137,1.53875,1.01557,5909.31049,13531.95693,0.91819,0.57015,0.32884,0.60747,0.00000
00179,12.74812,0.14424,0.00000,0.00000,0.82502,29.67431,71.91030,0.73753,1.35999,5786.79701,14858.17250,0.74472,0.89179,0.82651,0.69598,0.00000
00180,21.74756,-0.47877,0.00000,0.00000,0.13440,37.75789,71.31168,0.85038,0.33196,7765.83213,4613.30600,0.09764,0.39590,0.52408,0.56668,0.00000
00181,11.45893,-0.18342,0.00000,0.00000,0.88481,28.72028,77.15896,0.62140,0.58422,11404.60679,10835.79487,0.26218,0.81074,0.06354,0.37445,0.00000
00182,1.71211,0.25615,0.00000,0.00000,1.35391,8.84661,57.00098,2.59033,5.56870,9028.72186,8721.13210,0.53651,0.70111,0.22027,0.71737,0.00000
00183,9.44387,-0.92773,0.00000,0.00000,1.17946,26.06913,85.28469,4.83647,0.69985,6180.62199,7963.33122,0.60863,0.71312,0.42619,0.23655,0.00000
00184,12.86838,0.78741,0.00000,0.00000,0.82810,28.97626,87.20776,3.70000,1.10704,10438.91168,11191.72772,0.73729,0.05134,0.68331,0.31746,0.00000
00185,19.62115,-0.14194,0.00000,0.00000,0.47619,38.09560,65.87272,1.08446,1.91043,5336.13960,14390.78127,0.86261,0.66576,0.55341,0.99482,0.00000
00186,24.40067,0.07020,0.00000,0.00000,1.24698,49.54485,73.51747,0.81881,1.94618,14351.50281,10881.21262,0.55791,0.29886,0.28025,0.17691,0.00000
00187,4.56739,-0.81606,0.00000,0.00000,1.20914,15.34882,76.38462,1.50504,1.34717,8790.54789,5507.02796,0.34889,0.91735,0.18779,0.76519,0.00000
00188,18.11076,0.96573,0.00000,0.00000,1.29947,38.47805,58.01853,0.60190,5.85733,12049.95747,11421.22153,0.03415,0.80728,0.90902,0.98936,0.00000
00189,15.53202,-0.23703,0.00000,0.00000,0.83131,32.85819,59.82329,0.99333,1.52315,4755.47457,4475.18247,0.51738,0.85793,0.67974,0.64161,0.00000
00190,11.40415,-0.91961,0.00000,0.00000,1.03298,27.90760,73.13926,2.69105,0.84773,12243.64453,9003.30737,0.25689,0.52876,0.13391,0.06248,0.00000
00191,4.32056,0.88646,0.00000,0.00000,1.05695,15.13741,68.60505,2.12117,2.23818,4219.40578,8960.69226,0.12764,0.15402,0.17769,0.66291,0.00000
00192,4.35877,0.83073,0.00000,0.00000,0.35044,12.64809,74.14069,0.71592,0.52469,5703.97664,4352.95253,0.42152,0.56836,0.91985,0.28281,0.00000
00193,23.61069,0.12763,0.00000,0.00000,1.38763,48.79696,69.82136,3.47047,1.84778,12276.28814,7742.23781,0.34393,0.48970,0.31891,0.40150,0.00000
00194,13.51090,-0.67531,0.00000,0.00000,1.17701,34.35022,60.67858,1.16869,1.92563,13648.57826,13096.77659,0.12864,0.39007,0.05981,0.21498,0.00000
00195,15.06892,-0.63062,0.00000,0.00000,0.11794,28.61339,61.21450,2.79449,0.38199,8597.91873,10209.29851,0.13721,0.85287,0.89468,0.26210,0.00000
00196,4.45357,0.07177,0.00000,0.00000,0.27533,13.20500,66.94852,3.15247,1.97042,5150.89633,10567.84592,0.21126,0.90447,0.96359,0.74333,0.00000
00197,10.09029,-0.10249,0.00000,0.00000,0.70885,23.77206,46.44138,4.43617,2.90588,9474.43738,5970.38415,0.32835,0.23126,0.32463,0.75804,0.00000
00198,3.27018,0.51124,0.00000,0.00000,0.33402,10.26870,46.76182,3.25777,1.71548,4984.05886,4671.39276,0.82742,0.79664,0.79650,0.17534,0.00000
00199,4.23755,-0.81495,0.00000,0.00000,1.39162,16.47829,53.32452,4.65693,1.31853,8009.01616,4045.15900,0.49018,0.39983,0.73156,0.35556,0.00000
00200,8.10387,0.32425,0.00000,0.00000,0.61518,20.05653,56.08426,1.44974,0.42325,9781.12732,7836.88132,0.21604,0.73546,0.05260,0.46859,0.00000
00201,15.29889,-0.45337,0.00000,0.00000,0.25018,30.11892,81.13044,2.66636,1.91837,7394.60521,7436.23504,0.28751,0.94398,0.70532,0.86405,0.00000
00202,1.42566,0.80989,0.00000,0.00000,0.20376,5.68255,63.44976,1.16256,0.71559,12447.49441,12631.79206,0.84842,0.52020,0.78465,0.37911,0.00000
00203,8.53422,0.55636,0.00000,0.00000,0.45655,21.68683,55.38490,2.43289,1.12163,9773.32645,14913.42577,0.54868,0.95543,0.42297,0.92608,0.00000
00204,0.42978,0.27278,0.00000,0.00000,0.14596,2.71353,60.26200,0.68219,2.15539,4966.75574,5381.37549,0.33665,0.61528,0.68114,0.35576,0.00000
00205,22.54623,0.24774,0.00000,0.00000,0.79876,43.25945,70.58616,0.77385,0.59575,9639.10974,5638.38401,0.85568,0.77209,0.58130,0.38708,0.00000
00206,23.54042,-0.90241,0.00000,0.00000,0.44004,42.18727,46.50634,3.00319,0.74887,14406.68440,6906.92027,0.02676,0.72463,0.50331,0.95850,0.00000
00207,22.39919,-0.96618,0.00000,0.00000,0.19898,36.35929,89.30276,0.85813,0.39032,13833.05805,12415.44796,0.70424,0.32378,0.38021,0.39226,0.00000
00208,19.46623,-0.22858,0.00000,0.00000,0.17131,33.22739,45.97051,0.69388,1.00302,9483.62526,10313.71849,0.07236,0.78628,0.89648,0.67625,0.00000
00209,3.83162,0.54583,0.00000,0.00000,0.40299,11.77595,69.08245,3.43176,2.18115,14058.73270,13366.40905,0.48383,0.18760,0.83334,0.68304,0.00000
00210,18.01521,-0.50891,0.00000,0.00000,1.27944,42.17046,63.61406,3.57705,5.90191,7672.87027,12654.08640,0.71757,0.45301,0.72693,0.57989,0.00000
00211,22.54395,-0.09264,0.00000,0.00000,0.70136,43.19591,79.65994,1.75712,2.84581,10849.34876,10011.57734,0.13711,0.76048,0.50222,0.78611,0.00000
00212,14.68945,0.24074,0.00000,0.00000,0.91958,33.23778,49.42008,2.01867,1.66019,11591.02944,4521.46314,0.82515,0.70240,0.63605,0.91949,0.00000
00213,7.43979,-0.77337,0.00000,0.00000,0.54864,19.73300,46.29185,3.39711,0.45726,14179.67947,5996.75944,0.43473,0.78177,0.74316,0.75754,0.00000
00214,15.80900,-0.41284,0.00000,0.00000,0.97507,34.20451,54.51936,1.88177,0.68217,12291.06795,6781.62606,0.08650,0.52291,0.79684,0.71910,0.00000
00215,22.45330,-0.23821,0.00000,0.00000,1.49619,46.59722,79.01263,3.90995,0.67156,5674.46143,9630.00894,0.49919,0.52078,0.23220,0.43594,0.00000
00216,16.28677,0.22902,0.00000,0.00000,1.40053,40.10400,86.57577,1.91959,3.30064,8214.49774,8829.17119,0.12024,0.80619,0.89394,0.79082,0.00000
00217,22.76157,0.05544,0.00000,0.00000,0.35597,39.09745,67.60372,1.35828,1.39060,9566.31119,12575.11883,0.95884,0.07300,0.99448,0.63164,0.00000
00218,21.24034,0.42318,0.00000,0.00000,0.14899,34.42817,68.73854,0.69222,1.56107,4094.47127,11048.58487,0.56247,0.15236,0.15337,0.99342,0.00000
00219,10.58453,0.01323,0.00000,0.00000,0.12716,22.48772,69.53723,1.26331,1.40706,13501.56526,13948.84811,0.84752,0.66804,0.19098,0.57421,0.00000
00220,16.11551,0.52923,0.00000,0.00000,1.40744,40.21033,78.32340,1.63050,0.83649,5497.77984,5933.01120,0.81639,0.33343,0.02982,0.35568,0.00000
00221,23.05705,-0.35007,0.00000,0.00000,1.44264,49.90320,50.15859,4.91403,5.39564,10641.28047,8158.31874,0.56962,0.84325,0.74264,0.31727,0.00000
00222,3.98098,-0.14928,0.00000,0.00000,1.11749,14.77056,80.48201,1.27584,2.62307,10371.75208,13741.42425,0.99064,0.47111,0.36883,0.96840,0.00000
00223,24.79796,0.78116,0.00000,0.00000,0.99766,46.37599,76.47705,0.64530,1.40795,8837.41078,11704.13246,0.60453,0.73108,0.26006,0.39114,0.00000
00224,12.95556,-0.50044,0.00000,0.00000,0.31991,27.33389,85.09697,5.15466,0.87689,8345.15148,5229.31195,0.67658,0.78230,0.69783,0.27879,0.00000
00225,20.17278,-0.56016,0.00000,0.00000,0.73898,38.10638,47.76343,4.66914,0.64305,5525.13443,7995.23584,0.58307,0.81457,0.24357,0.30984,0.00000
00226,23.69204,0.16954,0.00000,0.00000,1.13290,45.33704,61.21171,1.52645,3.62049,4614.27609,5786.44820,0.94543,0.71787,0.67756,0.15322,0.00000
00227,23.05701,-0.89163,0.00000,0.00000,0.96234,45.87385,81.50202,4.42081,0.94284,4968.51996,3895.29076,0.55372,0.01874,0.53280,0.66927,0.00000
00228,6.19120,0.78121,0.00000,0.00000,1.01916,19.02809,51.19691,4.96845,0.60843,5879.49747,12706.00623,0.42529,0.75569,0.68227,0.05376,0.00000
00229,9.86688,-0.87201,0.00000,0.00000,0.21270,20.95714,82.41532,3.30859,0.99553,10109.49047,6086.73545,0.35508,0.84355,0.91364,0.43074,0.00000
00230,19.47675,-0.51416,0.00000,0.00000,1.49149,42.52357,78.31471,1.73209,0.78483,12301.87378,5016.72801,0.16866,0.08170,0.54583,0.37133,0.00000
00231,13.38301,0.93260,0.00000,0.00000,0.87645,32.02464,62.14011,1.34515,1.67396,3860.36014,7403.04233,0.04656,0.81919,0.75970,0.97825,0.00000
00232,10.84354,0.06696,0.00000,0.00000,0.90078,27.55275,78.94612,5.43624,0.66675,11159.88480,12170.88764,0.53771,0.36104,0.13056,0.79676,0.00000
00233,5.08978,-0.68618,0.00000,0.00000,0.13561,13.32766,84.47057,4.09273,0.73427,5882.21707,5851.72356,0.42568,0.68700,0.68630,0.84780,0.00000
00234,17.31329,0.15593,0.00000,0.00000,0.73376,36.00409,63.88682,0.73815,2.77109,3713.49888,8762.13266,0.24634,0.34227,0.11590,0.02588,0.00000
00235,6.01033,-0.58310,0.00000,0.00000,1.48524,20.42519,69.00787,5.24702,1.33342,3824.19640,8483.31358,0.03474,0.15584,0.82324,0.71521,0.00000
00236,17.27822,0.62620,0.00000,0.00000,0.55297,34.38235,63.02772,0.84827,4.01796,4316.10487,13282.74852,0.76106,0.38470,0.56833,0.86473,0.00000
00237,10.69700,-0.94356,0.00000,0.00000,0.57107,24.37772,66.43364,3.07368,2.27625,9570.89480,6802.13462,0.03335,0.29258,0.47284,0.53894,0.00000
00238,3.62390,0.87672,0.00000,0.00000,0.78042,12.08811,69.10599,2.80276,0.70197,14617.07368,10472.10781,0.61422,0.42873,0.18812,0.23064,0.00000
00239,7.09267,-0.86461,0.00000,0.00000,0.28982,17.14952,70.59864,1.13003,0.35089,11273.07706,14862.42427,0.33432,0.89822,0.54557,0.34042,0.00000
00240,24.97485,-0.83110,0.00000,0.00000,0.65088,45.67090,80.12905,0.64781,2.82779,8655.55655,7437.02890,0.41899,0.57270,0.35567,0.50265,0.00000
00241,5.49607,0.96627,0.00000,0.00000,0.59834,15.71682,87.07016,0.81535,2.12135,9677.83108,9333.31432,0.40698,0.89139,0.34193,0.55981,0.00000
00242,4.80287,0.33695,0.00000,0.00000,0.81938,15.62911,68.96318,1.12391,2.80065,10747.41562,3593.44592,0.30391,0.62340,0.95220,0.60278,0.00000
00243,21.21137,0.19802,0.00000,0.00000,0.22695,35.27926,82.61259,5.10475,0.44085,12280.76584,13560.14152,0.20034,0.58389,0.79717,0.62177,0.00000
00244,6.87584,-0.10340,0.00000,0.00000,1.09781,20.43160,67.22997,4.33705,3.57041,12651.93660,6388.66859,0.02267,0.30337,0.79728,0.92974,0.00000
00245,16.92512,0.36607,0.00000,0.00000,0.88655,35.64153,57.95767,1.96598,0.91772,7962.72817,4103.03819,0.92514,0.97578,0.67857,0.86025,0.00000
00246,2.42885,-0.00432,0.00000,0.00000,0.41557,9.15897,73.81099,4.21364,3.11963,9716.89302,6784.88802,0.25398,0.17505,0.16304,0.43909,0.00000
00247,5.22055,0.00679,0.00000,0.00000,0.75372,15.32761,66.24328,1.22722,3.59280,13166.30184,9969.19851,0.25581,0.12352,0.26207,0.37980,0.00000
00248,15.77057,0.34382,0.00000,0.00000,0.77247,32.40999,85.80937,4.50222,4.09340,6697.29088,14685.35623,0.63870,0.52326,0.85487,0.68238,0.00000
00249,23.91545,0.38300,0.00000,0.00000,1.35491,46.56720,82.66949,2.73277,0.79981,13831.55926,5811.50822,0.48860,0.21859,0.19620,0.95792,0.00000
00250,7.20771,-0.34838,0.00000,0.00000,1.45353,21.58679,45.58126,2.26452,2.83329,7269.24215,12123.71844,0.60315,0.57984,0.39862,0.27792,0.00000
00251,23.48306,0.52287,0.00000,0.00000,0.25908,38.95439,47.45564,1.30580,0.76032,13207.97858,9155.13119,0.58009,0.00616,0.61338,0.27226,0.00000
00252,11.93412,0.40691,0.00000,0.00000,0.93604,30.44166,66.54621,0.62110,4.72538,8277.21754,5545.46736,0.89071,0.29598,0.27620,0.92173,0.00000
00253,9.20214,-0.78508,0.00000,0.00000,0.57767,23.40964,54.71158,5.04628,2.55673,13451.87678,12668.12229,0.73490,0.37422,0.24200,0.44777,0.00000
00254,0.41980,0.89491,0.00000,0.00000,0.55312,2.89689,66.66178,3.56643,0.50867,13215.41318,4328.87482,0.47703,0.70931,0.08462,0.40714,0.00000
00255,17.37482,0.60729,0.00000,0.00000,0.34783,31.26417,86.82956,0.60503,0.41422,3579.61189,13719.78440,0.07398,0.57545,0.83736,0.69766,0.00000
00256,5.97718,-0.10322,0.00000,0.00000,1.01819,17.88610,52.55338,1.72878,1.16314,11197.07733,4500.48707,0.48415,0.68240,0.04175,0.80538,0.00000
00257,9.66126,0.10986,0.00000,0.00000,0.64239,22.95480,66.55562,1.34774,0.90620,13564.02442,14080.94374,0.35660,0.95096,0.61652,0.38171,0.00000
00258,15.36643,0.17291,0.00000,0.00000,1.03219,35.22166,64.44249,2.25920,1.58153,12502.94307,8753.48076,0.20520,0.01610,0.65696,0.92133,0.00000
00259,24.74451,0.42651,0.00000,0.00000,0.64318,42.35222,45.68621,0.59530,3.15154,6100.29992,6645.22789,0.60285,0.37245,0.04201,0.22480,0.00000
00260,16.52398,-0.94936,0.00000,0.00000,0.65368,34.55211,68.22330,0.83957,1.96804,12798.49866,5387.71117,0.92928,0.20405,0.20051,0.61000,0.00000
00261,16.46428,0.11114,0.00000,0.00000,1.46391,40.63807,79.41823,2.59835,5.12811,7940.87074,13606.00042,0.15816,0.18200,0.54184,0.62824,0.00000
00262,20.50382,-0.11386,0.00000,0.00000,0.70416,41.66705,82.35385,1.84507,4.15754,5288.38405,8146.73490,0.53186,0.77226,0.03965,0.17669,0.00000
00263,5.93813,0.15993,0.00000,0.00000,0.70867,18.12386,49.24376,1.32780,2.01822,8102.35266,4978.61513,0.42958,0.06892,0.38514,0.94091,0.00000
00264,24.48412,0.71023,0.00000,0.00000,1.31732,47.59714,77.29721,1.59275,2.69071,8215.77011,10102.28807,0.67366,0.50355,0.64645,0.88665,0.00000
00265,1.63309,0.27935,0.00000,0.00000,0.67564,7.64486,48.43217,0.83917,1.06305,13612.83605,11663.14615,0.91484,0.68460,0.90158,0.64341,0.00000
00266,11.33308,0.07487,0.00000,0.00000,0.25133,23.61102,60.91224,1.65220,0.53290,13885.52258,6788.28234,0.38308,0.08276,0.80109,0.99013,0.00000
00267,6.76745,0.16584,0.00000,0.00000,0.56628,18.17858,64.85192,3.19772,0.79966,14574.96304,10450.58415,0.64461,0.19664,0.78506,0.46572,0.00000
00268,0.34574,-0.46632,0.00000,0.00000,0.12795,2.39273,82.14469,0.85535,0.31290,14752.45678,13088.51174,0.45691,0.64484,0.38492,0.99026,0.00000
00269,5.65083,0.47881,0.00000,0.00000,1.02833,17.57864,63.10578,0.78102,0.96190,11790.27420,11139.52404,0.69408,0.03114,0.19341,0.12017,0.00000
00270,15.40608,-0.00233,0.00000,0.00000,0.12207,28.41416,45.31721,2.31739,0.43831,3840.39983,10201.01463,0.93894,0.32757,0.34331,0.59421,0.00000
00271,21.14087,-0.89375,0.00000,0.00000,1.26053,44.00226,73.90718,3.63547,3.27745,6462.48579,14547.90516,0.48263,0.85176,0.78007,0.65200,0.00000
00272,6.24125,-0.41988,0.00000,0.00000,0.90813,18.13704,75.55388,2.60871,1.66979,5405.45084,13204.50439,0.99086,0.71220,0.40200,0.98662,0.00000
00273,3.64154,0.27290,0.00000,0.00000,1.08909,14.03525,59.72381,0.67894,5.00099,14220.24793,5993.51859,0.27478,0.44820,0.22456,0.66760,0.00000
00274,4.72253,0.83600,0.00000,0.00000,1.35007,17.11676,85.97597,4.39274,0.82807,10408.79155,12871.25196,0.43287,0.72993,0.15887,0.73815,0.00000
00275,9.65995,0.83270,0.00000,0.00000,0.14888,22.18186,69.36115,1.41111,0.34144,10048.36261,6434.40137,0.45691,0.48459,0.27801,0.80676,0.00000
00276,18.06969,0.00171,0.00000,0.00000,0.44335,35.29314,56.04239,1.73840,2.51478,5626.32138,8188.06141,0.33847,0.81627,0.35836,0.09078,0.00000
00277,0.86012,-0.73410,0.00000,0.00000,0.98287,4.85020,73.84657,1.75516,0.99666,13866.34806,5753.30338,0.00477,0.09204,0.92636,0.11564,0.00000
00278,14.42865,0.74121,0.00000,0.00000,0.94885,31.33985,64.00228,0.77500,0.53608,9351.31532,9407.10681,0.71803,0.21196,0.56649,0.89205,0.00000
00279,13.42759,-0.78460,0.00000,0.00000,0.85744,29.69295,58.56916,1.05239,3.73000,11587.12989,4908.56275,0.34255,0.27428,0.35928,0.90912,0.00000
00280,6.76918,-0.11217,0.00000,0.00000,1.46712,20.48854,68.21873,0.77978,6.02977,8792.87878,10586.83631,0.50459,0.22553,0.41576,0.93252,0.00000
00281,0.58023,0.55246,0.00000,0.00000,1.46389,4.10411,65.87837,0.58909,0.90442,7599.07968,4895.18992,0.63055,0.44613,0.92631,0.15490,0.00000
00282,20.75011,-0.88836,0.00000,0.00000,0.58998,41.20881,49.77874,2.08218,0.57392,13363.24610,11017.27194,0.96220,0.29165,0.07540,0.75193,0.00000
00283,0.16972,-0.53950,0.00000,0.00000,0.38848,1.52762,54.39147,2.10798,0.48709,12480.30318,11578.40747,0.79766,0.86846,0.09523,0.96196,0.00000
00284,8.75705,-0.40722,0.00000,0.00000,1.36291,25.75063,59.71368,0.77006,5.34279,7315.83476,9198.51773,0.38481,0.84995,0.21708,0.10524,0.00000
00285,4.23721,-0.65808,0.00000,0.00000,1.12872,15.63936,47.27826,2.78139,1.29223,12395.39147,4971.90694,0.79764,0.21263,0.20273,0.06205,0.00000
00286,2.46748,0.34607,0.00000,0.00000,0.60694,9.11359,84.59130,0.57270,1.66383,13484.50775,11398.17280,0.43926,0.67735,0.70602,0.26526,0.00000
00287,23.62674,-0.12218,0.00000,0.00000,0.63338,44.09266,60.78311,0.93265,1.34826,8110.98662,4592.15093,0.11652,0.30225,0.66411,0.45715,0.00000
00288,16.13025,-0.51785,0.00000,0.00000,1.45932,38.99578,62.88752,4.61895,1.46721,4984.79721,13254.35423,0.67930,0.98910,0.10486,0.27126,0.00000
00289,7.05777,0.36285,0.00000,0.00000,0.63349,19.61345,57.86072,2.33643,3.43829,13969.39380,14352.69564,0.00970,0.68090,0.52878,0.82878,0.00000
00290,12.70852,0.07473,0.00000,0.00000,0.74300,28.41536,65.35239,3.71320,0.60769,12447.33895,11317.23161,0.38335,0.83551,0.12090,0.57392,0.00000
00291,18.57090,0.93050,0.00000,0.00000,0.87455,37.65199,66.20975,2.37513,1.25229,4389.86456,10479.05314,0.61683,0.15481,0.38976,0.99003,0.00000
00292,16.80832,0.86206,0.00000,0.00000,1.06176,38.99465,72.28454,1.35339,0.87700,13341.66511,7292.00455,0.61381,0.56030,0.01864,0.52007,0.00000
00293,0.21699,-0.93685,0.00000,0.00000,0.78983,1.90373,77.45119,2.28338,4.43138,7933.32348,4505.90933,0.94881,0.10153,0.38318,0.05796,0.00000
00294,9.06890,0.21121,0.00000,0.00000,1.29869,26.17203,68.76328,3.19356,3.67626,14657.95965,12501.50521,0.59356,0.03553,0.83966,0.48741,0.00000
00295,3.54205,-0.43461,0.00000,0.00000,1.11829,12.83081,84.96261,3.16819,0.65471,12647.91468,8437.96715,0.00547,0.42981,0.61026,0.62614,0.00000
00296,18.92355,-0.63860,0.00000,0.00000,0.90078,38.08250,77.62600,1.39741,1.11470,8098.18612,3986.12411,0.61128,0.20765,0.76862,0.24233,0.00000
00297,23.01076,-0.51620,0.00000,0.00000,1.17024,45.89037,47.14154,3.57878,1.67997,6273.76051,5899.97472,0.70509,0.52546,0.85866,0.19603,0.00000
00298,2.18374,-0.33903,0.00000,0.00000,0.62999,9.27809,61.22640,2.64364,3.45202,5006.54488,11152.01154,0.69730,0.18158,0.89539,0.32178,0.00000
00299,5.49044,-0.68179,0.00000,0.00000,1.42497,19.21511,55.96352,0.90927,0.86668,5286.21163,14062.17271,0.17433,0.00197,0.36203,0.04129,0.00000
00300,19.75888,-0.91081,0.00000,0.00000,0.77269,40.54168,57.97177,0.70247,2.10460,8077.22057,5901.10778,0.46226,0.74788,0.49945,0.04366,0.00000
00301,9.16744,0.01661,0.00000,0.00000,1.09563,25.45011,76.81365,2.81568,0.92443,11466.60361,4680.99465,0.01033,0.78425,0.97177,0.51818,0.00000
00302,18.36106,0.21225,0.00000,0.00000,1.49392,42.73555,73.31972,2.47328,1.00086,10429.45075,10639.58155,0.82373,0.92775,0.24808,0.74841,0.00000
00303,12.20690,0.87901,0.00000,0.00000,0.83954,27.71967,66.09979,1.01633,2.66774,11940.82105,6169.53480,0.79626,0.20159,0.10575,0.57940,0.00000
00304,19.04693,-0.75504,0.00000,0.00000,0.17905,34.16448,61.67342,1.08924,0.55233,5224.20179,8589.16777,0.98180,0.27070,0.36075,0.29273,0.00000
00305,6.24290,0.81829,0.00000,0.00000,1.16749,18.91972,84.50833,3.37329,0.94095,13189.09248,8906.45262,0.87429,0.47566,0.18597,0.92815,0.00000
00306,14.21321,-0.27510,0.00000,0.00000,0.39397,30.69447,51.93845,3.88379,1.12846,6889.84263,14954.84158,0.64935,0.38858,0.10900,0.38557,0.00000
00307,17.01421,0.01036,0.00000,0.00000,0.19442,31.80065,67.81826,0.77141,1.36514,12460.14860,4926.11434,0.97776,0.14659,0.92045,0.99290,0.00000
00308,8.21603,0.73515,0.00000,0.00000,0.12821,18.12077,78.61215,1.78946,1.88459,12596.72736,11988.81441,0.33441,0.57092,0.21592,0.62971,0.00000
00309,24.85850,0.62625,0.00000,0.00000,0.12931,40.52887,51.99707,1.14114,0.37945,12806.06688,5308.35883,0.04674,0.83896,0.63968,0.37139,0.00000
00310,21.04605,-0.62813,0.00000,0.00000,0.14925,33.92485,76.75132,1.75968,0.66968,3621.32003,10478.07974,0.46781,0.32908,0.10808,0.63716,0.00000
00311,16.31639,0.49797,0.00000,0.00000,0.83981,35.25471,72.90935,1.65552,4.59354,7981.10888,11773.70838,0.92981,0.34806,0.12726,0.48400,0.00000
00312,16.03059,0.28602,0.00000,0.00000,1.46688,39.71321,47.04406,1.66409,2.18888,7956.06193,12881.05512,0.84638,0.97179,0.70401,0.57273,0.00000
